"","gene","combined_p_val"
"1","Kcnb2",0
"2","Kif26b",0
"3","Macrod2",0
"4","Snhg11",0
"5","Nlgn1",0
"6","Fstl5",0
"7","Lingo2",0
"8","Cntnap2",0
"9","Prkcg",0
"10","Gabrb3",0
"11","Galnt18",0
"12","Spock3",0
"13","Gm48749",0
"14","Samd5",0
"15","Gm28905",0
"16","Grik2",0
"17","Ebf1",0
"18","Lrfn5",0
"19","Nrxn3",0
"20","Bcl11b",0
"21","Meg3",0
"22","Rian",0
"23","Map1b",0
"24","Nrg3",0
"25","Hs6st3",0
"26","Robo2",0
"27","Hs6st2",0
"28","Fgf14",0
"29","Cdr1os",0
"30","Dab1",0
"31","6530403H02Rik",0
"32","Cntnap5c",0
"33","Pcsk2",0
